TrnsnID,Data,CusmrID,ProdtID,ProdtName,Qutity,Prize,TtlSales,PaymentType,CusterAge
7848,01-01-2024,46,1080,nan,-2,67.35,625.72,Credit,23
4621,24-06-2031,286,1079,Book G,1,189.13,2036.26,debit card,67
1000,06/06/2030,588,1073,Book P,-3,172.91,2579.09,Cash,81
390,04-11-2032,858,1041,Book P,2,58.96,902.25,paypal,40
3408,24-04-2031,875,1076,Bok N,8,151.38,2569.92,Credit,78
1477,06/29/2030,937,1041,Book B,-3,51.77,1816.55,Debit,39
2241,12-08-2034,652,1016,Book T,11,147.97,3485.12,Debit,-9
2387,12-05-2036,609,1010,Book D,-1,5.53,4632.86,nan,-3
9235,25-02-2023,925,1003,Bookk H,19,198.99,2133.9,Credit,90
993,05/12/2029,492,1051,nan,-1,91.45,2854.05,Debit,4
4998,27-05-2028,273,1083,Bok N,7,46.81,828.28,Credit Card,14
3923,23-12-2024,35,1086,Book P,16,46.06,1302.67,Debit,2
2973,09/15/2027,559,1018,Book G,18,174.12,2073.45,Credit,48
3387,06/06/2032,343,1010,Book A,10,165.12,354.81,Credit Card,55
8061,04-12-2029,103,1014,Bok N,-5,197.01,501.39,paypal,81
8264,02/13/2028,167,1056,Book D,18,178.61,2630.09,Cash,25
4770,10/24/2023,333,1044,Book I,15,88.03,4857.85,debit card,37
1294,03-11-2026,339,1039,nan,10,46.68,233.52,paypal,74
1825,11/24/2026,823,1079,Book J,4,11.5,1464.57,Credit Card,-9
2874,20-02-2024,738,1042,Boo E,-5,196.28,4911.02,debit card,-1
4174,29-01-2023,928,1081,Book B,5,150.34,1847.92,Debit,48
2536,05-02-2033,317,1091,Book O,6,149.88,4556.3,nan,0
9228,05/07/2023,930,1027,Book D,18,34.37,2738.02,nan,44
1908,05/21/2033,816,1086,Book L,6,17.79,2458.27,paypal,81
43,03/16/2032,630,1094,Book R,8,123.0,827.45,nan,64
9589,07/28/2031,833,1092,Book O,12,95.12,4182.11,Credit,10
369,13-04-2036,786,1025,nan,19,197.41,3073.38,nan,95
1152,10/01/2029,836,1077,nan,-5,186.02,872.2,Cash,26
7928,06/06/2025,854,1031,Book L,-3,157.89,933.55,Debit,72
7436,31-08-2036,468,1027,Book L,18,188.49,1315.98,Cash,53
7066,05/18/2033,754,1087,Book I,8,117.41,3799.9,Credit,74
6662,18-10-2024,221,1027,Book B,-3,180.48,848.96,Credit Card,0
7696,06/05/2026,344,1007,Book F,19,5.36,3621.14,Credit,97
4161,12/22/2032,25,1023,Book F,-2,170.39,4474.45,Credit Card,94
4288,04/22/2029,571,1087,Book B,-3,169.09,1293.33,debit card,18
7951,06/26/2024,32,1052,Book R,1,93.46,687.91,Debit,-4
8813,05/14/2028,956,1001,Book D,-5,25.84,4157.58,Credit,2
175,27-12-2023,415,1090,Book G,17,150.34,2498.26,Credit,26
1904,08-04-2034,413,1026,Book G,1,128.08,4262.12,nan,-1
1100,18-12-2028,425,1035,Book R,10,55.89,2882.32,debit card,13
8241,22-09-2024,477,1043,Book I,10,137.1,463.42,Credit,97
3409,15-02-2035,201,1064,Book D,5,162.51,3037.97,Cash,27
1539,23-07-2028,852,1068,nan,6,89.56,3479.34,Cash,84
2293,27-08-2024,699,1027,Book S,17,182.3,1824.53,Cash,27
9396,03/05/2023,647,1063,Book K,7,111.12,923.33,Cash,15
1364,07/21/2032,29,1096,nan,12,86.58,4692.04,nan,-5
8971,10-06-2030,475,1084,Book J,6,191.01,1977.32,Cash,82
7619,09/16/2028,331,1003,Book F,-5,130.77,2796.47,Credit Card,1
5261,28-04-2033,668,1033,Book K,-1,195.56,3126.02,nan,3
6974,10-11-2028,160,1063,Book B,13,21.79,1449.68,nan,31
9035,10/21/2025,168,1039,Book T,3,16.5,2568.49,Credit Card,8
681,11-08-2027,33,1020,Book F,-4,196.38,1962.12,Cash,84
9411,07-06-2034,496,1077,Book M,11,26.16,2119.67,nan,68
7820,06-07-2033,307,1005,Book B,-4,199.62,2251.8,Cash,31
3665,03/21/2033,434,1072,Book K,-5,65.5,175.86,Cash,65
1662,10/26/2027,336,1068,Bookk H,0,53.57,2344.93,Debit,-9
509,16-05-2023,965,1033,Book M,5,115.09,1935.88,paypal,12
167,09/19/2035,214,1058,Book D,3,154.51,1830.42,debit card,87
5498,22-09-2032,419,1057,Book K,0,75.24,2650.63,Debit,66
8388,14-05-2026,722,1068,Book T,-1,183.61,1559.89,debit card,77
1007,05/21/2029,417,1000,Book O,-3,15.18,1671.41,Debit,21
8441,06-03-2027,9,1010,Book F,11,171.35,4075.24,Credit Card,17
1915,09/05/2024,268,1051,Book S,7,87.52,3906.09,Credit Card,85
3495,05/30/2035,731,1010,Book A,15,196.23,1722.88,Credit,34
9732,10/12/2025,7,1007,Book T,-2,120.51,2380.83,nan,47
9849,07/20/2029,598,1075,Book D,0,72.54,2010.9,nan,-2
6597,12-07-2029,270,1006,Book F,16,170.4,2446.51,nan,35
4991,06-07-2034,105,1069,Book D,0,94.18,3949.35,Debit,23
2537,14-03-2029,398,1034,Book S,10,73.91,777.12,Credit Card,41
1105,17-05-2035,325,1062,Book F,17,121.55,3079.85,debit card,52
3876,10-01-2029,168,1065,Boo E,-5,159.52,4426.93,Debit,79
8236,05-01-2026,199,1026,Book L,15,55.07,1301.12,nan,38
1753,17-03-2027,836,1024,Book R,14,74.58,2371.25,Cash,88
5311,15-05-2026,179,1054,nan,18,150.77,1131.1,debit card,91
5953,01-12-2032,746,1016,Book P,15,35.06,3235.14,Credit,22
7133,07/19/2030,995,1007,nan,10,177.64,1798.95,Debit,56
2917,07/11/2032,768,1056,nan,19,83.5,2961.7,Cash,55
8217,06/23/2034,319,1009,Book G,-2,189.07,4364.31,Cash,64
5755,26-04-2035,690,1060,Book F,17,100.41,640.0,Credit,76
153,14-06-2033,88,1091,Book I,12,49.87,1382.77,Credit,54
7863,14-06-2034,217,1080,Book G,-5,92.26,2057.36,Cash,-1
5680,09/04/2024,671,1090,Book A,11,152.84,2548.65,Debit,56
3908,26-11-2032,472,1039,Book P,19,157.22,1027.41,nan,24
9231,31-12-2023,246,1003,Book J,-5,39.12,4910.8,paypal,46
2553,17-09-2034,804,1071,Book R,2,45.69,3018.29,nan,39
2774,01-04-2032,778,1046,Book G,-3,172.39,2026.89,paypal,-10
9400,01/10/2033,39,1053,Book D,18,111.89,1129.84,Credit,50
3552,09/03/2027,462,1078,Book G,5,70.57,3894.17,Credit,-3
3723,17-06-2025,360,1020,Book G,1,104.29,4665.15,debit card,58
6796,24-06-2027,489,1031,Book L,1,47.45,86.87,paypal,47
521,12/08/2027,512,1047,Book R,15,145.74,815.33,nan,44
8807,06/11/2035,537,1015,Book S,16,116.42,691.51,Cash,92
4539,10/26/2023,382,1014,Boo E,8,97.09,1269.63,nan,21
6936,07/29/2032,9,1049,Book M,18,85.93,4685.0,Cash,18
1823,10/17/2026,360,1067,Book K,3,31.62,3670.58,nan,-2
4087,09-01-2024,219,1064,Bok N,4,152.69,3430.31,Credit Card,45
8462,08/03/2027,826,1046,Bookk H,14,17.68,3373.9,Cash,50
8835,26-04-2024,800,1098,Book M,2,160.84,4276.94,paypal,12
7499,07/01/2035,800,1019,nan,16,18.09,544.3,nan,40
7916,04/07/2036,294,1084,Book M,11,55.38,4320.88,Credit,61
310,07/13/2024,841,1025,Book R,15,133.97,4772.57,Cash,84
7894,12/17/2028,684,1085,Book T,-3,148.12,4038.9,Credit,-5
6621,11/09/2032,78,1001,Book R,10,24.01,1728.6,nan,86
7483,25-05-2025,742,1094,Book K,14,124.07,3467.78,Credit Card,3
3600,07/14/2030,719,1098,Book P,1,25.02,67.23,Credit,62
3623,17-10-2033,664,1000,Book M,9,80.58,4945.74,Credit Card,71
3812,12/25/2033,120,1030,Book K,6,166.03,1717.74,Cash,39
6006,02/11/2030,590,1012,Boo E,16,70.64,4864.03,paypal,39
3451,28-12-2031,61,1093,Book D,11,149.38,4905.8,debit card,94
4592,06-03-2024,464,1045,Book O,13,192.36,291.98,debit card,49
206,02-05-2024,873,1071,Book R,13,95.32,2875.22,debit card,90
9939,02/17/2028,79,1018,Book K,12,127.39,1634.38,debit card,13
1136,15-03-2031,530,1075,Boo E,-1,144.13,2322.65,paypal,48
9480,26-11-2028,273,1000,Book P,4,81.1,2483.35,Credit,40
2750,07-12-2024,816,1013,Book K,-4,133.46,812.67,Credit Card,30
3614,21-03-2036,389,1067,Book D,17,119.15,1722.82,paypal,52
306,09/27/2024,474,1004,Book T,11,74.68,1628.24,Credit,15
1850,05-06-2032,632,1020,Bookk H,-2,71.99,3034.25,nan,90
6598,26-04-2023,944,1004,Book I,19,61.18,1614.43,Cash,76
9163,29-09-2034,87,1011,Book R,7,81.02,190.99,Credit,62
1989,09/03/2033,424,1006,nan,14,54.38,2339.99,Debit,24
3241,07-04-2033,703,1060,Book M,18,94.97,912.44,Debit,94
2799,14-12-2026,175,1079,Book F,16,192.46,295.79,Credit,4
4516,02/09/2026,375,1032,nan,3,112.26,3878.92,Credit Card,98
5631,04/26/2031,633,1092,Book L,13,26.66,4595.03,Debit,-4
7887,15-12-2024,432,1079,Book J,14,84.8,1811.84,Credit Card,91
3110,05/07/2031,309,1054,Book I,19,165.3,3889.17,Credit,82
4940,11-07-2031,949,1048,Bookk H,8,112.43,1413.15,Cash,87
4060,01/04/2036,293,1020,Book A,8,27.24,3365.74,Debit,46
1988,02/19/2035,816,1070,Book G,13,81.61,1792.5,Cash,73
7324,12/28/2027,326,1037,Book O,15,43.84,3084.42,nan,46
9637,12/28/2026,270,1044,Book M,14,110.26,1050.46,Credit,58
9277,21-03-2028,85,1070,Book J,15,191.7,3037.5,paypal,6
384,26-01-2032,601,1023,Bok N,15,27.63,2746.19,Credit Card,23
5635,21-11-2024,241,1083,Boo E,-5,101.07,4020.62,Credit Card,64
4308,04/27/2027,852,1063,Book T,1,65.78,4737.22,nan,95
3389,06-10-2035,580,1085,Book F,17,6.41,82.99,Debit,41
3157,04/17/2025,265,1037,Book I,14,89.71,1516.5,Credit Card,99
6054,06/04/2024,661,1050,Book L,1,156.69,2648.77,debit card,71
3788,10/12/2026,273,1076,Book F,3,112.02,2646.72,Credit,7
2728,09/02/2024,619,1063,Book L,-3,120.23,4368.82,Credit Card,5
6482,06/26/2031,511,1050,Book D,19,95.31,1511.4,nan,82
6427,28-12-2028,27,1088,nan,-1,82.14,1454.93,paypal,99
8777,10/04/2027,323,1071,Book I,18,113.75,4545.75,paypal,58
8391,03-10-2034,744,1083,Book O,9,52.79,2558.68,nan,39
6181,31-07-2032,492,1033,Book O,-4,183.36,1740.45,Credit Card,21
3833,02-01-2026,652,1086,Book I,13,93.73,4875.74,Debit,72
8798,10/20/2028,469,1090,Book L,5,197.52,1552.74,Debit,-9
4777,05/21/2034,130,1001,Book I,16,86.76,2249.99,Cash,48
4277,07-04-2026,312,1069,Book O,11,185.76,515.28,Cash,2
254,05/19/2027,2,1044,Bok N,12,101.08,3287.89,nan,17
6320,02/13/2027,744,1012,Bok N,13,120.43,1393.61,Credit Card,29
5203,04/25/2036,733,1083,Book S,10,151.81,367.28,Debit,66
7457,24-05-2025,160,1030,nan,1,13.82,2232.86,paypal,43
279,08/14/2029,770,1017,Book G,4,54.42,339.4,nan,23
3253,01/16/2026,638,1029,Book T,17,78.12,2434.97,Credit Card,43
2481,02/05/2033,406,1015,Book D,-3,114.1,1766.3,paypal,24
290,10-02-2035,384,1044,Book D,-3,142.55,1519.65,Debit,88
9302,06/25/2028,125,1098,Bok N,-1,5.97,2973.66,debit card,1
3076,16-10-2033,155,1018,Book D,9,116.74,682.06,Cash,71
4074,11-11-2034,8,1082,Book M,10,28.62,4936.69,Cash,39
7769,10/29/2028,412,1089,nan,3,7.54,1524.11,Credit,-8
6555,19-10-2035,550,1059,Book K,14,183.01,650.44,paypal,56
6109,08-11-2029,794,1004,Book I,12,48.51,3151.88,nan,47
5090,12/18/2034,86,1018,Book P,10,60.2,4904.82,Cash,24
6839,17-03-2034,811,1053,Book D,8,59.78,2122.39,paypal,17
8063,02/11/2025,456,1085,Book I,-1,77.94,4234.77,Credit Card,6
9816,09/07/2023,670,1060,nan,-2,177.27,2574.76,Credit Card,46
8492,13-06-2025,946,1059,Book F,3,191.91,2093.39,nan,26
9052,03/12/2026,824,1069,Book P,-5,124.05,820.13,Debit,58
7929,13-06-2029,883,1050,Book L,0,148.3,3204.61,Credit Card,90
7930,11/02/2025,662,1087,Book S,14,53.9,507.83,debit card,13
271,05-04-2034,905,1096,Boo E,4,106.33,2719.03,Credit Card,73
6010,12/01/2035,428,1086,nan,19,152.15,2785.21,Credit Card,27
4571,05/25/2033,114,1053,Book P,2,129.38,3798.74,debit card,54
9050,12-12-2023,161,1026,Book O,19,147.78,2525.46,paypal,11
8182,07/22/2035,341,1025,Boo E,-3,179.5,2009.63,Debit,-9
2972,11/25/2023,935,1076,Boo E,13,85.63,3652.24,paypal,33
6342,22-12-2023,787,1041,Book P,-5,27.8,220.11,Cash,30
8861,26-05-2031,665,1074,Book K,14,160.5,64.41,Credit,39
4208,03/29/2033,519,1034,Book S,9,83.84,179.04,Credit Card,85
3219,15-12-2030,16,1011,Boo E,-1,55.96,998.38,Credit,57
1392,02/23/2035,903,1072,Book A,3,123.23,3659.4,Debit,69
3976,04/21/2025,506,1085,Book P,4,120.15,2656.63,paypal,56
4317,11-07-2027,930,1066,Book G,8,168.81,2353.14,Credit Card,24
7486,02/12/2028,271,1055,Book O,-2,191.08,2171.06,nan,78
7513,27-09-2028,777,1026,Book L,12,35.92,631.37,Credit,-9
8926,02/24/2026,986,1019,Book D,12,82.87,865.33,debit card,70
84,24-07-2033,417,1047,Book D,0,65.04,2976.01,paypal,97
874,06/20/2027,497,1071,Book P,-1,183.4,2930.91,Cash,27
9704,14-01-2029,165,1064,Book P,13,179.07,2152.49,Credit,58
9770,20-09-2023,908,1092,Boo E,12,109.76,2630.95,Cash,40
4558,21-07-2035,862,1029,Book J,5,34.08,4852.12,nan,26
4501,16-01-2023,289,1052,Book I,11,126.42,2841.81,Credit Card,11
4648,05-09-2025,8,1032,Book L,16,11.8,2872.52,Credit Card,40
2039,06/25/2036,265,1047,Book S,10,197.9,1280.15,nan,89
9793,21-10-2024,16,1058,Book J,0,112.86,3161.91,Cash,82
7654,09/24/2031,391,1039,Book D,13,97.1,2072.35,debit card,48
2451,30-01-2035,424,1052,Book G,1,139.42,4241.86,Debit,14
3955,05-08-2027,729,1008,nan,12,109.45,4027.11,Cash,-8
2330,27-06-2028,208,1087,Book B,11,5.24,2575.6,Credit,84
9220,09/08/2031,466,1091,nan,14,27.25,1493.19,Credit Card,54
9262,02-11-2024,450,1067,Book K,0,173.56,1569.1,Credit,65
5043,04/03/2032,539,1066,Book K,5,59.27,1995.1,Debit,86
9460,10/21/2023,854,1089,Book K,-1,100.61,164.65,Credit Card,87
4747,28-09-2029,21,1008,Book O,19,17.44,3731.21,paypal,77
9463,14-12-2029,435,1010,Boo E,17,173.06,1620.77,Debit,84
8314,10/18/2028,308,1001,Book D,3,114.9,28.28,Credit Card,19
9057,28-04-2030,279,1055,Book L,15,147.08,2585.97,Credit Card,85
6793,27-04-2028,431,1078,Book S,10,105.84,2561.8,Credit Card,96
6506,09/28/2034,186,1094,Book I,10,131.32,581.59,Cash,21
2402,11-04-2025,309,1008,Book K,-1,152.9,4548.12,Credit Card,-7
5521,21-12-2024,979,1047,Book J,3,156.41,679.92,Credit Card,71
1217,04/11/2026,746,1022,Book F,1,104.82,2414.09,Credit Card,59
9603,15-04-2028,69,1074,Book R,1,69.29,1249.57,nan,46
6021,04/26/2033,560,1051,Book P,8,80.0,2150.06,nan,91
7217,03/19/2023,177,1054,Bok N,-5,153.15,2232.27,Debit,-1
1065,17-08-2024,431,1070,Book J,0,41.98,248.72,Cash,-3
3787,07/19/2023,491,1085,Book O,4,149.22,847.32,paypal,48
4411,19-10-2031,821,1055,Book M,18,197.95,803.78,Credit,31
7019,07-01-2036,592,1011,Book R,2,169.51,1539.99,Debit,32
8594,15-10-2030,676,1068,Book R,2,58.7,1084.38,nan,30
5524,12/31/2024,857,1059,Book F,-3,41.15,3498.48,paypal,58
5997,07/27/2035,651,1026,Book F,16,170.2,4271.85,Debit,-2
8927,01-08-2025,893,1021,Book T,-4,147.58,3444.55,debit card,9
5889,07/12/2031,159,1061,Book M,12,154.05,3530.58,paypal,54
2162,07/15/2032,730,1087,Book D,11,26.93,2343.04,paypal,29
3009,21-03-2034,232,1032,Book O,10,114.26,3722.57,Credit Card,18
1106,22-11-2029,869,1076,Book T,13,163.05,1983.18,Cash,89
8979,09/01/2027,815,1083,nan,0,97.43,3092.02,debit card,90
693,19-05-2027,833,1048,Book G,-3,140.54,3627.57,Cash,20
9808,20-07-2034,232,1075,Book J,10,198.04,3429.22,Credit,75
4957,23-01-2028,916,1088,Bok N,3,191.61,593.95,Cash,-10
6752,08-05-2032,728,1015,Book S,9,103.24,587.78,debit card,27
8571,01/11/2036,118,1047,Book F,-2,77.1,3696.59,nan,51
4370,06/26/2035,509,1037,Book M,13,79.71,3217.6,paypal,56
2766,02/05/2024,793,1060,Bok N,-2,99.79,1633.56,nan,43
3930,02/15/2032,159,1032,Book B,1,134.28,2242.1,Cash,82
7301,04-04-2029,678,1038,Bookk H,7,24.99,4051.73,Debit,-9
8828,01/30/2025,304,1091,Book F,8,22.04,375.56,nan,14
7701,28-08-2028,494,1064,Book R,14,20.8,3206.69,Debit,-7
9181,06/09/2028,35,1035,Book A,7,36.22,2722.98,Debit,79
629,23-08-2033,992,1051,Book G,0,73.06,1219.2,Cash,89
2452,01/16/2029,757,1084,Book D,1,90.74,455.85,Credit Card,46
6388,08/04/2028,755,1031,nan,7,188.83,3408.63,nan,14
9096,02-06-2026,900,1055,Book F,6,61.47,3503.38,nan,35
3825,09/19/2034,692,1095,Book D,-2,19.23,365.17,Debit,12
9072,30-03-2030,748,1032,Book J,17,131.51,3721.62,nan,97
2653,24-09-2025,193,1019,Bookk H,3,164.9,4127.59,nan,23
9203,07/12/2026,603,1069,Bok N,12,40.82,1281.56,Credit Card,79
3744,02-11-2032,938,1089,Book O,-3,108.65,4678.66,Cash,40
2177,28-03-2033,683,1023,Book P,12,166.42,2418.7,nan,2
6341,07/20/2035,156,1014,Book M,6,144.49,4104.29,nan,16
9743,20-02-2035,122,1066,Book P,-3,26.5,2862.86,paypal,42
3319,25-04-2036,254,1014,Boo E,12,138.14,4744.29,debit card,71
6493,11/25/2033,503,1025,Book O,2,98.14,4751.23,Cash,52
2788,17-12-2031,678,1080,nan,5,12.22,2969.85,Credit,2
4106,02-01-2024,185,1029,nan,1,22.64,665.86,Credit,39
8731,04/20/2034,862,1020,Book O,6,43.38,1381.23,Credit Card,85
1677,03/25/2036,820,1001,Book T,-1,174.13,1118.74,debit card,-5
3948,12-04-2036,542,1091,Boo E,-3,195.35,4894.37,Credit,92
4445,22-08-2027,519,1029,Book T,1,82.78,706.11,Debit,62
2937,07/10/2029,766,1056,Book O,10,92.2,964.84,paypal,83
6956,28-04-2026,680,1017,Book S,-5,138.0,3047.51,Cash,91
9377,12/01/2030,626,1087,Book T,4,186.61,1858.9,debit card,50
5723,10/16/2029,820,1093,Book R,2,65.38,4182.0,Credit Card,22
7611,15-03-2030,76,1075,Boo E,14,190.92,1416.77,paypal,8
2504,02/27/2036,461,1059,Bookk H,10,153.69,4674.18,Credit,86
8573,09/06/2036,959,1046,Book L,10,77.96,3859.33,debit card,50
2370,24-02-2033,82,1009,Book F,2,189.25,2908.59,Cash,74
4968,22-01-2026,147,1016,Boo E,-2,83.91,3536.6,paypal,-8
5884,08/07/2030,107,1026,Book G,-2,141.11,1134.35,Cash,53
2218,15-08-2026,991,1088,Bookk H,5,160.35,4057.28,nan,73
5848,05/02/2030,854,1075,Bok N,7,10.15,1367.49,Cash,27
2219,23-05-2027,798,1005,Boo E,19,198.43,1956.62,paypal,35
3327,10-04-2028,546,1051,Book I,16,135.05,4838.52,Credit,-2
6891,03/17/2025,872,1051,Book D,-2,143.25,1134.68,Credit,42
3584,18-03-2036,447,1072,Book K,0,54.12,3433.7,Credit Card,76
9923,19-05-2036,41,1052,Book F,14,75.5,387.35,Credit,30
3620,21-10-2025,352,1065,Book G,16,114.08,3844.73,Cash,0
6218,12/01/2031,280,1084,Book M,-5,32.41,3087.38,paypal,56
7880,09/19/2028,311,1003,Book A,12,194.06,4623.86,Credit Card,-1
6947,22-05-2028,21,1082,Bookk H,4,78.05,2174.73,Cash,4
3116,12/21/2035,166,1087,Book I,18,40.91,4482.19,paypal,72
86,12-08-2031,383,1080,Book L,16,39.06,4618.37,Credit Card,74
8559,17-08-2025,988,1069,Book F,6,132.31,2144.2,Credit Card,46
5974,11-02-2034,670,1036,Book K,8,125.26,1848.68,Cash,91
2802,07/20/2034,322,1099,nan,18,142.83,846.96,Credit,45
3672,19-09-2027,321,1019,Book D,11,63.46,529.56,Credit,28
3668,13-11-2026,615,1064,Book T,3,65.74,967.46,debit card,45
9893,08/21/2031,629,1002,Book F,18,64.99,4224.16,Debit,5
5159,04/02/2032,706,1000,Book I,10,55.72,3676.22,debit card,62
5726,19-12-2027,466,1095,Book A,11,71.59,2539.53,Cash,-6
4591,04/29/2024,597,1057,nan,15,111.2,1873.46,Debit,29
2020,09/30/2032,715,1047,Book K,5,88.16,3567.05,Credit,89
5273,04/20/2032,128,1042,Book K,-2,137.53,38.93,debit card,93
2526,17-04-2035,757,1032,Book T,3,82.9,4606.68,paypal,31
8935,07/27/2023,686,1057,Book R,15,146.45,4389.97,debit card,61
6378,12/22/2023,256,1049,Book M,8,109.83,4262.15,Cash,84
3213,02-04-2023,362,1088,Book L,4,17.89,4767.37,debit card,94
520,04/02/2028,566,1034,Book B,-3,113.37,3659.42,debit card,56
5367,04/23/2032,531,1069,Bookk H,0,33.94,1437.21,Credit Card,91
6920,07-12-2032,688,1062,Boo E,12,187.87,2676.48,paypal,85
2896,11/08/2034,917,1098,Book P,5,142.6,4807.8,Credit,21
245,05-10-2026,597,1062,Book K,16,159.77,1518.65,Debit,47
5931,04/28/2034,703,1053,Book J,-2,131.04,2509.25,Credit Card,-6
4715,04/07/2027,919,1022,nan,9,49.05,324.38,Cash,51
9303,04/25/2028,15,1072,Book B,15,73.46,2512.11,Credit Card,62
3426,23-01-2031,273,1058,Bok N,-1,56.29,2590.88,Debit,26
8376,24-11-2031,887,1020,nan,13,191.81,4881.42,Credit Card,-5
7092,01/31/2029,312,1084,Book O,0,25.33,92.8,paypal,46
6877,03/12/2036,669,1061,Book F,-5,17.59,1277.71,paypal,53
9596,13-07-2024,652,1003,Book O,-4,133.14,127.18,nan,9
6326,21-12-2027,974,1013,Book S,16,155.23,4451.23,Credit Card,43
7417,02/26/2035,647,1083,Book G,8,82.92,1766.57,paypal,16
5510,20-11-2032,741,1023,Book M,-4,174.55,1317.16,paypal,26
6298,11/22/2026,586,1053,Book K,-2,102.45,2399.58,debit card,55
2002,11-04-2027,652,1053,Book F,5,96.49,3313.0,Debit,90
886,06/01/2030,292,1090,Book L,-4,153.84,1269.54,Debit,-2
870,23-02-2033,359,1024,Book R,15,153.47,1881.07,paypal,83
9787,02/21/2032,834,1080,Boo E,8,164.71,914.44,Credit Card,41
5721,11-10-2023,761,1084,Book M,15,74.09,1885.86,Credit Card,83
357,06/21/2024,628,1007,Book P,6,84.86,1864.56,Debit,62
577,03/21/2036,167,1024,Book K,14,92.09,3547.91,Cash,28
5452,02/10/2035,444,1062,nan,14,85.12,1366.2,Credit Card,15
8281,04/19/2034,432,1077,Book B,-5,174.62,3313.93,Credit,-2
6590,04/16/2030,610,1040,Book L,5,41.24,4934.22,paypal,51
7877,01-10-2033,926,1089,Bookk H,0,144.35,1059.56,paypal,9
1276,31-10-2025,759,1012,Book T,13,191.73,4145.44,nan,9
1891,29-03-2032,448,1074,Book G,-1,119.13,4961.7,Credit,63
8779,02-03-2027,970,1047,Book P,14,138.32,2790.16,nan,20
9036,05/23/2033,270,1000,Book T,0,102.64,207.11,Cash,82
9279,06/23/2026,476,1032,Book L,-4,35.94,165.89,debit card,-1
3564,10/16/2035,599,1016,Boo E,13,121.8,4427.85,nan,38
5788,15-03-2035,520,1033,Book M,1,65.75,1536.78,Debit,90
4959,28-08-2029,355,1035,Book M,1,170.68,3693.13,paypal,37
1547,08/03/2023,466,1043,Book J,8,172.52,3902.93,Credit Card,87
6194,11/08/2024,697,1050,nan,-3,157.93,1361.02,Credit Card,15
2381,16-03-2036,56,1076,Book I,6,184.7,4405.95,Credit Card,51
3824,03/15/2031,959,1036,Book L,14,15.81,4156.13,debit card,81
3233,06/15/2033,418,1014,Book S,-1,51.68,2800.34,paypal,4
8489,05-06-2036,762,1047,Book B,13,95.04,2088.8,Credit Card,1
3307,02/09/2035,828,1087,Bok N,-1,185.74,3966.31,Cash,53
493,12/09/2031,956,1033,Book D,-4,163.43,3231.01,Cash,97
3500,06/29/2031,678,1058,Book F,-4,13.67,4052.72,Credit Card,30
8943,14-01-2032,859,1043,Book L,-1,114.5,3912.82,Credit,39
1117,12/07/2031,743,1027,Bookk H,6,49.27,1363.25,debit card,25
5638,26-03-2028,454,1027,Book I,7,157.66,4635.53,Credit Card,91
8867,17-02-2031,911,1024,Bok N,0,5.06,1236.93,Cash,51
6147,07/04/2035,526,1029,Book A,13,97.8,1010.66,Cash,26
9967,06/27/2030,949,1096,Bok N,2,181.64,1945.49,Credit,7
9622,05-05-2034,520,1058,Bok N,12,184.26,1740.08,debit card,25
6863,17-01-2028,198,1095,Book J,-3,48.76,1847.11,nan,8
8315,07/03/2028,475,1057,Book S,0,103.57,1165.39,Credit Card,-6
8143,05-08-2029,552,1058,Bookk H,8,61.55,1353.99,paypal,0
3646,26-02-2034,924,1061,Book S,0,32.04,3652.87,debit card,20
2501,02-06-2036,916,1030,Book G,1,76.93,230.07,Cash,32
5678,17-09-2028,46,1096,Book D,3,111.54,2455.23,Credit Card,54
5242,03/17/2024,534,1055,Bookk H,13,179.78,1071.8,Credit Card,6
6673,12/29/2030,844,1062,Book A,-1,174.71,468.36,Credit Card,82
2784,08-12-2031,264,1003,Book P,-3,122.64,1855.15,paypal,38
6159,12/21/2024,214,1062,Book O,2,80.26,2172.18,nan,91
3810,27-08-2030,649,1057,Boo E,-3,195.85,2907.82,Debit,25
6775,05/07/2029,36,1081,nan,-5,170.09,4247.6,debit card,85
8739,08/31/2028,255,1085,nan,14,137.98,724.57,nan,88
7989,06-01-2032,369,1018,Book O,16,130.95,4684.0,nan,88
1697,01/11/2030,115,1061,Book T,17,60.56,58.5,Debit,32
5686,04/23/2031,136,1025,Book L,19,161.63,3833.68,paypal,12
7342,07-05-2031,773,1046,Book L,3,113.82,3633.53,Credit,80
5940,05-06-2035,987,1028,nan,0,170.57,3347.49,nan,71
2053,06/19/2033,525,1053,Book M,-5,6.98,2205.19,nan,41
1777,11/20/2030,367,1070,Book I,-4,103.6,2235.21,Credit,75
6715,04/07/2035,598,1040,Book M,8,20.13,2390.79,nan,86
3314,01/12/2035,902,1044,Book F,11,138.37,1427.78,debit card,40
4782,04/15/2030,71,1057,Book T,-5,11.71,2633.96,paypal,-5
9143,28-01-2029,661,1099,Book P,6,70.04,4635.38,Credit Card,54
9448,10/30/2029,683,1077,Book J,6,46.18,2825.28,Debit,13
1593,26-12-2031,845,1048,Book S,5,31.61,314.6,debit card,55
1724,04/25/2026,373,1010,Book M,17,154.8,3462.82,Credit Card,40
216,06/04/2031,625,1015,Boo E,-4,128.37,3802.87,debit card,7
6475,07-05-2027,917,1087,Book I,-1,116.26,2240.23,Debit,69
8345,09/14/2035,372,1037,Bok N,-2,155.36,1873.92,paypal,16
491,30-10-2024,663,1009,Book T,1,192.5,80.22,paypal,35
